Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 00:02:56 EST,2020-03-03,00:02:56,Link,"1,508",253,55,775,0,3,0,97,325,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2926644104044996,Is there any doubt about what Monsanto (Bayer's) real agenda is? Some organizations feel that the entire government is held hostage by these evil corporations. What do you think?,http://expand-your-consciousness.com/monsanto-isnt-feeding-world-killing-children/,,,Monsanto Isn’t Feeding the World—It’s Killing Our Children,New reports confirm that these chemical companies bury the truth while making billions in profits.,,,,9.03
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-02 23:00:20 EST,2020-03-03,23:00:20,Photo,38,26,2,6,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928984553810951,This actually works.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2661198827268640/?type=3,,Shift your mind to shift your life! -DREW CANOLE organifi,Juicing Vegetables,"Every year when the clock strikes midnight, we start to reevaluate our lives and the impact we want to make. What do you want to hear from the people closest to you? Write it out and get descriptive. 

1,2,3... GO⬇️ #findyourwhy #organifi",,,,-39.13
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-02 22:00:47 EST,2020-03-03,22:00:47,Link,"3,112",758,213,2035,27,69,4,3,3,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2921744257868314,I wish I had known all of this before!,https://www.healthy-holistic-living.com/these-are-the-disgusting-reasons-you-should-never-wear-shoes-at-home/?utm_source=HHL,,,These Are the Gross Reasons You Should Never Wear Your Shoes at Home,"Were you raised to take your shoes off in the house or keep them on? Experts take a closer look at the habit of keeping them on and… well, you’ll just have to see for yourself. Picture yourself walking down the street, enjoying the cool breeze and catching some Vitamin D from the sun. Do … The...",,,,18.63
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28584,29426,2020-03-02 20:05:13 EST,2020-03-03,20:05:13,Photo,607,211,85,274,22,9,0,4,2,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1851235528345356,"Many states have or are trying to mandate prophylactic eye ointment for all newborns right now...but what is the evidence for this? This eye ointment, applied within minutes of birth -- erythromycin in the US -- is intended to prevent blindness caused by gonorrhea infection. If you do not have gonorrhea, your baby is not at risk. Many mothers are not told why it is used or whether or not their baby is at risk. This practice started in the late 1800s, when gonorrhea was common and blindness occurred frequently in newborns. A doctor began using silver nitrate at birth and blindness dropped significantly. If a mother has untreated gonorrhea, there is a 30 - 50% chance her baby will contract it. Premature babies, waters ruptured early in labor, sepsis during birth, maternal fever in labor and other factors increase the risk. If a baby does contract the infection, blindness can occur in as little as 24 hours. Gonorrhea often presents with non-specific symptoms and can be asymptomatic. This is why the mainstream treats every baby -- just in case. However, there are some risks associated with the eye ointment. Many other developed countries do not treat prophylactically and do not have higher rates of gonorrhea-induced conjunctivitis. Gonorrhea rates are increasing in the population, but many cases are antibiotic-resistant, and typical prophylaxis strategies may fail. Doctors may also recommend the ointment to protect against other forms of neonatal conjunctivitis, but there's not strong evidence that this is helpful, and the other causes don't typically lead to blindness or have serious complications. The bottom line? Informed choice. Many babies are not at risk and a blanket recommendation is not helpful or evidence-based. Sources: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507834/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2795679/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6457593/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240167/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4027342/ https://www.ncbi.nlm.nih.gov/pubmed/21534852 https://www.researchgate.net/publication/227524707_A_Meta-analysis_of_the_Efficacy_of_Ocular_Prophylactic_Agents_Used_for_the_Prevention_of_Gonococcal_and_Chlamydial_Ophthalmia_Neonatorum https://www.rxlist.com/ilotycin-side-effects-drug-center.htm https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6461120/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135894/",https://www.facebook.com/earthley/photos/a.749202208548699/1851226345012941/?type=3,,"5 Facts About Newborn Prophylactic Eye Ointment Medication used: Erythromycin ointment (0.5%) Used for: Preventing blindness due to gonorrhea Number Needed to Treat: 4785 Failure Rates: 2 50% Risks of Erythromycin *Stinging *Burning *Redness *Allergic reactions *Blurry vision *Chemical ""infection"" *Interference with bonding Earthley wellness- Erythromycin",,,,,,-1.12
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-02 20:00:27 EST,2020-03-03,20:00:27,Link,164,31,32,52,1,22,2,23,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2921743707868369,"""After midnight, he fell asleep. The next morning at 11:00 AM, his parents were worried because he did not get up. When they went to his room, they found him dead.”",https://www.healthy-holistic-living.com/student-died-after-eating-5-day-old-pasta/?utm_source=HHL,,,Student died after eating 5-day-old pasta,A tragic case report involving a fatal helping of leftover spaghetti is regaining attention after a doctor featured the death on his popular YouTube channel.,,,,-1.02
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-02 19:38:53 EST,2020-03-03,19:38:53,Native Video,46,26,3,15,2,0,0,0,0,0,crosspost,Yes,10721,10868,24372,00:09:57,https://www.facebook.com/healthyholisticliving/posts/2928696830506390,"Meggie takes a closer look at auto immune diseases, their causes, and what we can do about it. 28- Day Challenge http://bit.ly/2H31e9H:=:http://s.28dayfood.com/aff_c?offer_id=15&aff_id=1049 CookBooks : http://bit.ly/373JhCl:=:http://s.28dayfood.com/aff_c?offer_id=16&aff_id=1049 Read more about Autoimmune triggers on our blog: http://bit.ly/2TfRC2A:=:https://www.healthy-holistic-living.com/5-common-triggers-of-autoimmune-disease-most-people-dont-even-think-about/?utm_source=facebook&utm_medium=social&utm_campaign=video&utm_term=ai+keto",https://www.facebook.com/healthyholisticliving/videos/2555485291362227/,,,Auto Immune Disease Types & Triggers,,,,,-3.04
InPower Movement,inpowermovement,1635016923415359,COMMUNITY,US,The official facebook page of InPower Movement,2018-12-16 03:48:06 EST,8104,8643,2020-03-02 18:36:16 EST,2020-03-02,18:36:16,Link,154,12,18,49,0,14,0,4,57,0,,-,0,0,0,N/A,https://www.facebook.com/inpowermovement/posts/2472530356330674,"""The Federal Communications Commission (FCC) voted along party lines Friday to move forward with a controversial plan to pay satellite companies to free up critical midband spectrum for 5G use.",https://www.5gcrisis.com/post/urgent-fcc-approves-9-7-billion-payment-to-free-up-satellite-spectrum-for-5g,,,"URGENT: ""FCC approves $9.7 billion payment to free up satellite spectrum for 5G""","""The Federal Communications Commission (FCC) voted along party lines Friday to move forward with a controversial plan to pay satellite companies to free up",,,,1.36
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911653,1875224,2020-03-02 18:00:10 EST,2020-03-02,18:00:10,Link,"3,391",880,174,1011,82,59,1183,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2921742954535111,Clever little creatures!,https://www.healthyholisticliving.com/female-dragonflies-fake-death-to-avoid-males/?utm_source=HHL,,,Female Dragonflies Fake Death To Avoid Males,"Faking death to escape predators is not uncommon in the animal kingdom, but female dragonflies can resort to the same tactic to avoid unwanted advances from the males of the species.",,,,20.31
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101750,109992,2020-03-02 17:01:20 EST,2020-03-02,17:01:20,Link,"1,541",340,194,248,7,64,0,270,418,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574193809494691,Losing the right to make medical decisions as parents truly is a global issue. Children should not be considered the property of governments or Pharma.,https://www.dw.com/en/germany-law-mandating-vaccines-in-schools-takes-effect/a-52596233?fbclid=IwAR2Feoj-UVhZn9y-eIVMf1b2xJfSu23CexYDqynzoq47pfNkzRQYm4hoxL8,,,Germany: Law mandating vaccines in schools takes effect | DW | 01.03.2020,Measles vaccinations in Germany are now required to register in schools. Parents can be fined thousands of euros if they violate the law.,,,,5.3
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911653,1875224,2020-03-02 17:00:54 EST,2020-03-02,17:00:54,Native Video,844,377,27,179,246,3,12,0,0,0,share,No,16561,1670317,0,00:00:32,https://www.facebook.com/healthyholisticliving/posts/2928485587194181,Sea Puppa!,https://www.facebook.com/IFeakingLoveScience/videos/2176199642702219/,,,I fucking love science,"😍😍😍😍😍

Video by Ben Burville, @sealdiver",,,,6.03
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101750,109992,2020-03-02 16:34:57 EST,2020-03-02,16:34:57,Link,480,243,65,50,11,8,0,37,66,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574181046162634,Advocates in Maine want to remind everyone that the vote on the referendum is tomorrow.,https://www.necn.com/news/local/maine-to-vote-on-stricter-law-about-vaccine-requirements/2239437/,,,Maine to Vote on Stricter Law About Vaccine Requirements,"Mainers are mulling whether to toss aside a law that eliminates most exemptions for childhood vaccinations against the backdrop of a global rush to contain a virus for which there is no vaccine. Some voters say the COVID-19 virus that’s spreading, and the rush to develop a vaccine, could cause und...",,,,1.65
Autism Treatment Centers of North America,AutismTreatmentCenter,183543813371,MEDICAL RESEARCH CENTER,,"Fundraising Volunteer for Charities for Biomedical Guided Interventions and Treatments Associated with Autism Spectrum Disorder, ADHD and Traumatic Brain Injuries",2020-10-30 19:09:27 EDT,N/A,N/A,2020-03-02 16:13:00 EST,2020-03-02,16:13:00,Live Video Complete,5,1,0,3,1,0,0,0,0,0,owned,Yes,53,192,0,00:02:03,https://www.facebook.com/AutismTreatmentCenter/posts/582568712471436,,https://www.facebook.com/AutismTreatmentCenter/videos/582568712471436/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FAutismTreatmentCenter%2Fvideos%2F582568712471436%2F,,,,,,,-0.55
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101750,109992,2020-03-02 16:02:57 EST,2020-03-02,16:02:57,Link,811,281,45,298,4,122,0,8,53,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574163879497684,"More criminal fines for pharma. This time, Sanofi, vaccine manufacturer.",https://www.statnews.com/pharmalot/2020/02/28/sanofi-medicare-kickbacks-patient-charity/,,,Sanofi to pay nearly $12m for illegally using a charity to pay patients,"“Sanofi sought to undermine the Medicare program through its use of kickbacks disguised as routine charitable donations,"" said FBI agent Joseph Bonavolonta.",,,,2.79
